33.7208 	DATA 	Keypress: left
33.7348 	EXP 	fixation: autoDraw = False
33.7348 	EXP 	grating: autoDraw = False
33.7348 	EXP 	grating: ori = np.float64(19.5)
33.7348 	EXP 	fixation: autoDraw = True
33.8356 	EXP 	Device response: <KeyPress from None: t=33.7168172999518, value=left, duration=0.10964999999850988>
34.2348 	INFO 	Keyboard events cleared
34.2346 	EXP 	fixation: autoDraw = False
34.2346 	EXP 	grating: autoDraw = True
34.4686 	EXP 	Device response: <KeyPress from None: t=34.4632632000139, value=left, duration=None>
34.4703 	DATA 	Keypress: left
34.4839 	EXP 	fixation: autoDraw = False
34.4839 	EXP 	grating: autoDraw = False
34.4839 	EXP 	grating: ori = np.float64(-20.0)
34.4839 	EXP 	fixation: autoDraw = True
34.6353 	EXP 	Device response: <KeyPress from None: t=34.4632632000139, value=left, duration=0.1679493000265211>
34.9842 	INFO 	Keyboard events cleared
34.9840 	EXP 	fixation: autoDraw = False
34.9840 	EXP 	grating: autoDraw = True
35.2681 	EXP 	Device response: <KeyPress from None: t=35.26489580003545, value=right, duration=None>
35.2697 	DATA 	Keypress: right
35.2837 	EXP 	grating: autoDraw = False
35.2837 	EXP 	fixation: autoDraw = False
35.2837 	EXP 	grating: autoDraw = False
35.2837 	EXP 	grating: ori = np.float64(20.0)
35.2837 	EXP 	fixation: autoDraw = True
35.4347 	EXP 	Device response: <KeyPress from None: t=35.26489580003545, value=right, duration=0.1678840999957174>
35.7833 	INFO 	Keyboard events cleared
35.7831 	EXP 	fixation: autoDraw = False
35.7831 	EXP 	grating: autoDraw = True
36.0830 	EXP 	grating: autoDraw = False
37.2165 	EXP 	Device response: <KeyPress from None: t=37.212009500013664, value=right, duration=None>
37.2182 	DATA 	Keypress: right
37.2320 	EXP 	fixation: autoDraw = False
37.2320 	EXP 	grating: autoDraw = False
37.2320 	EXP 	grating: ori = np.float64(-20.0)
37.2320 	EXP 	fixation: autoDraw = True
37.3824 	EXP 	Device response: <KeyPress from None: t=37.212009500013664, value=right, duration=0.16661559999920428>
37.7318 	INFO 	Keyboard events cleared
37.7316 	EXP 	fixation: autoDraw = False
37.7316 	EXP 	grating: autoDraw = True
37.9823 	EXP 	Device response: <KeyPress from None: t=37.97875779995229, value=left, duration=None>
37.9839 	DATA 	Keypress: left
37.9977 	EXP 	fixation: autoDraw = False
37.9977 	EXP 	grating: autoDraw = False
37.9977 	EXP 	grating: ori = np.float64(-20.0)
37.9977 	EXP 	fixation: autoDraw = True
38.1484 	EXP 	Device response: <KeyPress from None: t=37.97875779995229, value=left, duration=0.16398419998586178>
38.4977 	INFO 	Keyboard events cleared
38.4976 	EXP 	fixation: autoDraw = False
